date,dish,feedback,sentiment,rating,votes
2023-12-10,Paratha,really enjoyed the food,Positive,5,68
2023-12-10,Poha,loved the biryani!,Positive,5,24
2023-12-11,Rajma Rice,could be better,Neutral,3,75
2023-12-11,Roti Sabzi,loved the biryani!,Positive,5,81
2023-12-11,Khichdi,nothing special today,Neutral,3,61
2023-12-11,Paratha,average as usual,Neutral,3,80
2023-12-11,Dal Rice,great taste today,Positive,5,18
2023-12-12,Rajma Rice,nothing special today,Neutral,3,32
2023-12-12,Upma,food was okay,Neutral,3,24
2023-12-12,Paneer Butter Masala,decent meal,Neutral,3,81
2023-12-12,Chole Bhature,great taste today,Positive,4,49
2023-12-12,Curd Rice,dal was undercooked,Negative,1,97
2023-12-13,Paneer Butter Masala,very tasty and fresh,Positive,4,106
2023-12-13,Chole Bhature,very tasty and fresh,Positive,5,78
2023-12-13,Rajma Rice,great taste today,Positive,4,36
2023-12-13,Roti Sabzi,nothing special today,Neutral,3,82
2023-12-13,Idli Sambar,acceptable quality,Neutral,3,65
2023-12-14,Khichdi,could be better,Neutral,3,118
2023-12-14,Rajma Rice,best meal this week,Positive,4,57
2023-12-14,Poha,food was too salty,Negative,1,100
2023-12-14,Paneer Butter Masala,nothing special today,Neutral,3,120
2023-12-14,Idli Sambar,food was amazing today!,Positive,4,65
2023-12-15,Khichdi,paneer was delicious,Positive,4,94
2023-12-15,Paneer Butter Masala,very tasty and fresh,Positive,4,81
2023-12-15,Chole Bhature,really enjoyed the food,Positive,5,29
2023-12-15,Rajma Rice,very tasty and fresh,Positive,4,11
2023-12-15,Curd Rice,food was amazing today!,Positive,4,102
2023-12-16,Roti Sabzi,paneer was delicious,Positive,5,110
2023-12-16,Curd Rice,decent meal,Neutral,3,68
2023-12-16,Chole Bhature,great taste today,Positive,5,55
2023-12-16,Paratha,paneer was delicious,Positive,4,83
2023-12-16,Poha,excellent quality today,Positive,5,62
2023-12-17,Biryani,acceptable quality,Neutral,3,24
2023-12-17,Paneer Butter Masala,acceptable quality,Neutral,3,28
2023-12-17,Rajma Rice,could be better,Neutral,3,69
2023-12-17,Idli Sambar,loved the biryani!,Positive,4,70
2023-12-17,Khichdi,acceptable quality,Neutral,3,97
2023-12-18,Curd Rice,food was too salty,Negative,2,68
2023-12-18,Biryani,great taste today,Positive,5,63
2023-12-18,Paneer Butter Masala,best meal this week,Positive,5,31
2023-12-18,Dal Rice,best meal this week,Positive,5,17
2023-12-18,Idli Sambar,could be better,Neutral,3,83
2023-12-19,Idli Sambar,loved the biryani!,Positive,4,74
2023-12-19,Curd Rice,best meal this week,Positive,5,26
2023-12-19,Dal Rice,nothing special today,Neutral,3,11
2023-12-19,Paneer Butter Masala,could be better,Neutral,3,85
2023-12-19,Fried Rice,acceptable quality,Neutral,3,57
2023-12-20,Fried Rice,food was amazing today!,Positive,5,20
2023-12-20,Paratha,very bad quality today,Negative,2,106
2023-12-20,Dal Rice,worst meal this month,Negative,1,94
2023-12-20,Upma,very tasty and fresh,Positive,4,83
2023-12-20,Roti Sabzi,nothing special today,Neutral,3,92
2023-12-21,Dal Rice,best meal this week,Positive,5,105
2023-12-21,Poha,tasteless food,Negative,2,97
2023-12-21,Idli Sambar,decent meal,Neutral,3,28
2023-12-21,Paratha,paneer was delicious,Positive,4,46
2023-12-21,Roti Sabzi,rice was overcooked,Negative,2,96
2023-12-22,Rajma Rice,not fresh at all,Negative,2,88
2023-12-22,Biryani,cold food served again,Negative,2,44
2023-12-22,Curd Rice,loved the biryani!,Positive,5,93
2023-12-22,Idli Sambar,decent meal,Neutral,3,103
2023-12-22,Poha,average as usual,Neutral,3,96
2023-12-23,Khichdi,food was okay,Neutral,3,62
2023-12-23,Paratha,loved the biryani!,Positive,5,54
2023-12-23,Rajma Rice,best meal this week,Positive,5,34
2023-12-23,Biryani,loved the biryani!,Positive,4,86
2023-12-23,Idli Sambar,average as usual,Neutral,3,100
2023-12-24,Poha,acceptable quality,Neutral,3,24
2023-12-24,Fried Rice,nothing special today,Neutral,3,69
2023-12-24,Paneer Butter Masala,food was okay,Neutral,3,45
2023-12-24,Paratha,acceptable quality,Neutral,3,42
2023-12-24,Chole Bhature,loved the biryani!,Positive,5,109
2023-12-25,Idli Sambar,best meal this week,Positive,4,66
2023-12-25,Chole Bhature,excellent quality today,Positive,5,32
2023-12-25,Khichdi,food was okay,Neutral,3,79
2023-12-25,Rajma Rice,average as usual,Neutral,3,66
2023-12-25,Fried Rice,food was okay,Neutral,3,19
2023-12-26,Poha,very bad quality today,Negative,1,14
2023-12-26,Paneer Butter Masala,nothing special today,Neutral,3,99
2023-12-26,Dal Rice,paneer was delicious,Positive,4,75
2023-12-26,Roti Sabzi,decent meal,Neutral,3,65
2023-12-26,Idli Sambar,loved the biryani!,Positive,4,10
2023-12-27,Chole Bhature,not fresh at all,Negative,2,97
2023-12-27,Khichdi,food was amazing today!,Positive,4,56
2023-12-27,Roti Sabzi,really enjoyed the food,Positive,4,117
2023-12-27,Poha,best meal this week,Positive,4,32
2023-12-27,Biryani,decent meal,Neutral,3,48
2023-12-28,Khichdi,great taste today,Positive,4,27
2023-12-28,Chole Bhature,food was amazing today!,Positive,4,72
2023-12-28,Poha,best meal this week,Positive,5,78
2023-12-28,Rajma Rice,rice was overcooked,Negative,1,14
2023-12-28,Roti Sabzi,really enjoyed the food,Positive,4,61
2023-12-29,Poha,very bad quality today,Negative,1,19
2023-12-29,Upma,very tasty and fresh,Positive,5,93
2023-12-29,Curd Rice,food was amazing today!,Positive,4,99
2023-12-29,Biryani,food was okay,Neutral,3,90
2023-12-29,Roti Sabzi,best meal this week,Positive,4,68
2023-12-30,Paneer Butter Masala,excellent quality today,Positive,4,112
2023-12-30,Paratha,really enjoyed the food,Positive,5,51
2023-12-30,Fried Rice,very tasty and fresh,Positive,5,117
2023-12-30,Poha,tasteless food,Negative,1,85
2023-12-30,Curd Rice,loved the biryani!,Positive,4,45
2023-12-31,Paratha,excellent quality today,Positive,4,27
2023-12-31,Chole Bhature,paneer was delicious,Positive,4,12
2023-12-31,Fried Rice,dal was undercooked,Negative,1,10
2023-12-31,Rajma Rice,loved the biryani!,Positive,5,63
2023-12-31,Biryani,decent meal,Neutral,3,36
2024-01-01,Paratha,very tasty and fresh,Positive,4,86
2024-01-01,Curd Rice,great taste today,Positive,4,90
2024-01-01,Dal Rice,cold food served again,Negative,2,63
2024-01-01,Biryani,excellent quality today,Positive,4,25
2024-01-01,Roti Sabzi,dal was undercooked,Negative,2,120
2024-01-02,Fried Rice,acceptable quality,Neutral,3,45
2024-01-02,Biryani,loved the biryani!,Positive,4,97
2024-01-02,Khichdi,rice was overcooked,Negative,2,32
2024-01-02,Upma,food was amazing today!,Positive,4,92
2024-01-02,Roti Sabzi,excellent quality today,Positive,5,42
2024-01-03,Rajma Rice,could be better,Neutral,3,30
2024-01-03,Paneer Butter Masala,decent meal,Neutral,3,19
2024-01-03,Roti Sabzi,rice was overcooked,Negative,2,63
2024-01-03,Idli Sambar,really enjoyed the food,Positive,4,109
2024-01-03,Poha,excellent quality today,Positive,4,40
2024-01-04,Khichdi,great taste today,Positive,4,65
2024-01-04,Chole Bhature,great taste today,Positive,4,59
2024-01-04,Upma,great taste today,Positive,4,90
2024-01-04,Fried Rice,best meal this week,Positive,4,52
2024-01-04,Curd Rice,food was amazing today!,Positive,5,27
2024-01-05,Poha,average as usual,Neutral,3,87
2024-01-05,Roti Sabzi,very tasty and fresh,Positive,4,21
2024-01-05,Khichdi,great taste today,Positive,4,85
2024-01-05,Chole Bhature,great taste today,Positive,5,11
2024-01-05,Paratha,acceptable quality,Neutral,3,41
2024-01-06,Rajma Rice,food was too salty,Negative,2,15
2024-01-06,Chole Bhature,great taste today,Positive,4,64
2024-01-06,Paneer Butter Masala,great taste today,Positive,4,67
2024-01-06,Upma,loved the biryani!,Positive,4,98
2024-01-06,Paratha,average as usual,Neutral,3,55
2024-01-07,Dal Rice,best meal this week,Positive,4,100
2024-01-07,Upma,food was amazing today!,Positive,5,69
2024-01-07,Curd Rice,acceptable quality,Neutral,3,33
2024-01-07,Poha,nothing special today,Neutral,3,100
2024-01-07,Idli Sambar,acceptable quality,Neutral,3,59
2024-01-08,Khichdi,best meal this week,Positive,4,110
2024-01-08,Rajma Rice,could be better,Neutral,3,104
2024-01-08,Biryani,not fresh at all,Negative,1,24
2024-01-08,Idli Sambar,great taste today,Positive,4,56
2024-01-08,Dal Rice,loved the biryani!,Positive,4,27
2024-01-09,Rajma Rice,could be better,Neutral,3,106
2024-01-09,Upma,average as usual,Neutral,3,55
2024-01-09,Biryani,worst meal this month,Negative,2,16
2024-01-09,Poha,really enjoyed the food,Positive,5,72
2024-01-09,Roti Sabzi,loved the biryani!,Positive,5,100
2024-01-10,Biryani,acceptable quality,Neutral,3,34
2024-01-10,Curd Rice,rice was overcooked,Negative,1,20
2024-01-10,Fried Rice,very tasty and fresh,Positive,5,19
2024-01-10,Dal Rice,best meal this week,Positive,4,99
2024-01-10,Roti Sabzi,very tasty and fresh,Positive,4,76
2024-01-11,Curd Rice,rice was overcooked,Negative,2,63
2024-01-11,Idli Sambar,food was amazing today!,Positive,5,34
2024-01-11,Dal Rice,excellent quality today,Positive,5,62
2024-01-11,Chole Bhature,acceptable quality,Neutral,3,72
2024-01-11,Biryani,acceptable quality,Neutral,3,68
2024-01-12,Dal Rice,average as usual,Neutral,3,57
2024-01-12,Paneer Butter Masala,food was too salty,Negative,1,55
2024-01-12,Paratha,very tasty and fresh,Positive,4,101
2024-01-12,Fried Rice,very tasty and fresh,Positive,4,117
2024-01-12,Curd Rice,acceptable quality,Neutral,3,30
2024-01-13,Upma,really enjoyed the food,Positive,4,36
2024-01-13,Poha,food was okay,Neutral,3,54
2024-01-13,Idli Sambar,great taste today,Positive,4,78
2024-01-13,Rajma Rice,food was amazing today!,Positive,5,73
2024-01-13,Paratha,decent meal,Neutral,3,29
2024-01-14,Idli Sambar,nothing special today,Neutral,3,47
2024-01-14,Khichdi,very bad quality today,Negative,2,53
2024-01-14,Biryani,acceptable quality,Neutral,3,15
2024-01-14,Curd Rice,loved the biryani!,Positive,5,13
2024-01-14,Rajma Rice,excellent quality today,Positive,5,55
2024-01-15,Poha,average as usual,Neutral,3,35
2024-01-15,Rajma Rice,great taste today,Positive,4,75
2024-01-15,Idli Sambar,great taste today,Positive,5,87
2024-01-15,Paneer Butter Masala,food was okay,Neutral,3,60
2024-01-15,Upma,paneer was delicious,Positive,5,59
2024-01-16,Rajma Rice,great taste today,Positive,4,37
2024-01-16,Idli Sambar,decent meal,Neutral,3,112
2024-01-16,Dal Rice,very tasty and fresh,Positive,5,103
2024-01-16,Fried Rice,very bad quality today,Negative,1,28
2024-01-16,Paneer Butter Masala,great taste today,Positive,5,18
2024-01-17,Paneer Butter Masala,nothing special today,Neutral,3,32
2024-01-17,Chole Bhature,acceptable quality,Neutral,3,35
2024-01-17,Poha,paneer was delicious,Positive,5,80
2024-01-17,Idli Sambar,best meal this week,Positive,5,73
2024-01-17,Khichdi,decent meal,Neutral,3,13
2024-01-18,Fried Rice,rice was overcooked,Negative,1,93
2024-01-18,Idli Sambar,nothing special today,Neutral,3,32
2024-01-18,Paratha,excellent quality today,Positive,4,25
2024-01-18,Dal Rice,decent meal,Neutral,3,86
2024-01-18,Paneer Butter Masala,could be better,Neutral,3,82
2024-01-19,Chole Bhature,food was amazing today!,Positive,5,30
2024-01-19,Dal Rice,average as usual,Neutral,3,69
2024-01-19,Curd Rice,very bad quality today,Negative,2,30
2024-01-19,Roti Sabzi,really enjoyed the food,Positive,5,91
2024-01-19,Poha,not fresh at all,Negative,1,47
2024-01-20,Dal Rice,very tasty and fresh,Positive,4,86
2024-01-20,Biryani,could be better,Neutral,3,50
2024-01-20,Curd Rice,cold food served again,Negative,2,97
2024-01-20,Poha,nothing special today,Neutral,3,78
2024-01-20,Khichdi,average as usual,Neutral,3,27
2024-01-21,Biryani,very tasty and fresh,Positive,4,37
2024-01-21,Dal Rice,excellent quality today,Positive,4,111
2024-01-21,Rajma Rice,dal was undercooked,Negative,2,68
2024-01-21,Roti Sabzi,dal was undercooked,Negative,1,12
2024-01-21,Chole Bhature,best meal this week,Positive,5,27
2024-01-22,Roti Sabzi,food was okay,Neutral,3,38
2024-01-22,Paneer Butter Masala,very tasty and fresh,Positive,4,49
2024-01-22,Biryani,very tasty and fresh,Positive,4,64
2024-01-22,Rajma Rice,food was okay,Neutral,3,12
2024-01-22,Paratha,decent meal,Neutral,3,35
2024-01-23,Poha,best meal this week,Positive,4,18
2024-01-23,Idli Sambar,food was amazing today!,Positive,4,110
2024-01-23,Curd Rice,excellent quality today,Positive,4,33
2024-01-23,Biryani,food was okay,Neutral,3,28
2024-01-23,Khichdi,cold food served again,Negative,2,55
2024-01-24,Paratha,food was okay,Neutral,3,77
2024-01-24,Biryani,excellent quality today,Positive,5,31
2024-01-24,Paneer Butter Masala,food was too salty,Negative,1,37
2024-01-24,Upma,rice was overcooked,Negative,2,99
2024-01-24,Khichdi,decent meal,Neutral,3,33
2024-01-25,Rajma Rice,loved the biryani!,Positive,5,25
2024-01-25,Chole Bhature,very tasty and fresh,Positive,5,107
2024-01-25,Khichdi,best meal this week,Positive,4,20
2024-01-25,Upma,loved the biryani!,Positive,5,46
2024-01-25,Biryani,best meal this week,Positive,5,38
2024-01-26,Biryani,rice was overcooked,Negative,2,32
2024-01-26,Chole Bhature,great taste today,Positive,4,60
2024-01-26,Dal Rice,loved the biryani!,Positive,4,28
2024-01-26,Khichdi,loved the biryani!,Positive,4,18
2024-01-26,Upma,excellent quality today,Positive,5,35
2024-01-27,Paneer Butter Masala,nothing special today,Neutral,3,106
2024-01-27,Chole Bhature,acceptable quality,Neutral,3,55
2024-01-27,Poha,paneer was delicious,Positive,5,75
2024-01-27,Upma,great taste today,Positive,4,25
2024-01-27,Khichdi,great taste today,Positive,4,90
2024-01-28,Paratha,food was amazing today!,Positive,4,58
2024-01-28,Idli Sambar,nothing special today,Neutral,3,48
2024-01-28,Poha,food was okay,Neutral,3,94
2024-01-28,Khichdi,decent meal,Neutral,3,35
2024-01-28,Curd Rice,great taste today,Positive,5,74
2024-01-29,Dal Rice,food was amazing today!,Positive,5,25
2024-01-29,Biryani,really enjoyed the food,Positive,5,66
2024-01-29,Rajma Rice,food was amazing today!,Positive,4,81
2024-01-29,Khichdi,nothing special today,Neutral,3,72
2024-01-29,Paneer Butter Masala,best meal this week,Positive,5,72
2024-01-30,Fried Rice,could be better,Neutral,3,70
2024-01-30,Poha,average as usual,Neutral,3,60
2024-01-30,Paneer Butter Masala,paneer was delicious,Positive,5,108
2024-01-30,Roti Sabzi,not fresh at all,Negative,1,13
2024-01-30,Biryani,average as usual,Neutral,3,54
2024-01-31,Fried Rice,paneer was delicious,Positive,5,55
2024-01-31,Khichdi,food was amazing today!,Positive,4,41
2024-01-31,Paneer Butter Masala,best meal this week,Positive,4,98
2024-01-31,Idli Sambar,best meal this week,Positive,4,53
2024-01-31,Rajma Rice,really enjoyed the food,Positive,4,68
2024-02-01,Curd Rice,great taste today,Positive,4,50
2024-02-01,Chole Bhature,paneer was delicious,Positive,5,83
2024-02-01,Paneer Butter Masala,great taste today,Positive,4,98
2024-02-01,Biryani,nothing special today,Neutral,3,74
2024-02-01,Khichdi,not fresh at all,Negative,1,88
2024-02-02,Dal Rice,food was okay,Neutral,3,46
2024-02-02,Rajma Rice,best meal this week,Positive,5,112
2024-02-02,Chole Bhature,loved the biryani!,Positive,4,85
2024-02-02,Upma,loved the biryani!,Positive,5,64
2024-02-02,Roti Sabzi,loved the biryani!,Positive,5,74
2024-02-03,Fried Rice,paneer was delicious,Positive,5,89
2024-02-03,Dal Rice,very tasty and fresh,Positive,4,90
2024-02-03,Chole Bhature,average as usual,Neutral,3,37
2024-02-03,Biryani,acceptable quality,Neutral,3,44
2024-02-03,Rajma Rice,worst meal this month,Negative,1,76
2024-02-04,Upma,best meal this week,Positive,5,62
2024-02-04,Rajma Rice,loved the biryani!,Positive,4,118
2024-02-04,Roti Sabzi,best meal this week,Positive,4,42
2024-02-04,Paratha,average as usual,Neutral,3,40
2024-02-04,Fried Rice,excellent quality today,Positive,4,41
2024-02-05,Fried Rice,worst meal this month,Negative,1,35
2024-02-05,Dal Rice,very tasty and fresh,Positive,4,43
2024-02-05,Roti Sabzi,nothing special today,Neutral,3,92
2024-02-05,Curd Rice,rice was overcooked,Negative,1,17
2024-02-05,Biryani,dal was undercooked,Negative,2,87
2024-02-06,Dal Rice,very tasty and fresh,Positive,4,24
2024-02-06,Poha,could be better,Neutral,3,76
2024-02-06,Chole Bhature,could be better,Neutral,3,73
2024-02-06,Rajma Rice,tasteless food,Negative,1,108
2024-02-06,Khichdi,not fresh at all,Negative,2,113
2024-02-07,Khichdi,very tasty and fresh,Positive,4,45
2024-02-07,Fried Rice,best meal this week,Positive,4,72
2024-02-07,Upma,loved the biryani!,Positive,5,79
2024-02-07,Chole Bhature,excellent quality today,Positive,5,110
2024-02-07,Curd Rice,not fresh at all,Negative,2,101
2024-02-08,Rajma Rice,food was too salty,Negative,1,42
2024-02-08,Dal Rice,nothing special today,Neutral,3,113
2024-02-08,Idli Sambar,could be better,Neutral,3,119
2024-02-08,Paneer Butter Masala,food was amazing today!,Positive,5,42
2024-02-08,Curd Rice,excellent quality today,Positive,5,36
2024-02-09,Paratha,nothing special today,Neutral,3,115
2024-02-09,Roti Sabzi,decent meal,Neutral,3,104
2024-02-09,Curd Rice,really enjoyed the food,Positive,5,114
2024-02-09,Rajma Rice,very tasty and fresh,Positive,5,74
2024-02-09,Chole Bhature,paneer was delicious,Positive,5,68
2024-02-10,Khichdi,average as usual,Neutral,3,61
2024-02-10,Idli Sambar,best meal this week,Positive,5,83
2024-02-10,Fried Rice,very tasty and fresh,Positive,4,76
2024-02-10,Paratha,acceptable quality,Neutral,3,118
2024-02-10,Roti Sabzi,decent meal,Neutral,3,67
2024-02-11,Roti Sabzi,nothing special today,Neutral,3,35
2024-02-11,Khichdi,really enjoyed the food,Positive,4,60
2024-02-11,Paratha,tasteless food,Negative,1,12
2024-02-11,Dal Rice,tasteless food,Negative,1,69
2024-02-11,Curd Rice,very tasty and fresh,Positive,4,61
2024-02-12,Paneer Butter Masala,really enjoyed the food,Positive,4,82
2024-02-12,Chole Bhature,paneer was delicious,Positive,5,115
2024-02-12,Fried Rice,food was okay,Neutral,3,101
2024-02-12,Dal Rice,best meal this week,Positive,5,105
2024-02-12,Paratha,very tasty and fresh,Positive,5,119
2024-02-13,Upma,paneer was delicious,Positive,4,13
2024-02-13,Paneer Butter Masala,best meal this week,Positive,4,89
2024-02-13,Fried Rice,excellent quality today,Positive,5,84
2024-02-13,Dal Rice,decent meal,Neutral,3,11
2024-02-13,Curd Rice,really enjoyed the food,Positive,5,97
2024-02-14,Upma,food was amazing today!,Positive,4,52
2024-02-14,Khichdi,rice was overcooked,Negative,2,87
2024-02-14,Chole Bhature,food was too salty,Negative,1,42
2024-02-14,Curd Rice,paneer was delicious,Positive,5,60
2024-02-14,Dal Rice,average as usual,Neutral,3,84
2024-02-15,Paratha,rice was overcooked,Negative,1,21
2024-02-15,Dal Rice,paneer was delicious,Positive,4,43
2024-02-15,Fried Rice,food was amazing today!,Positive,4,73
2024-02-15,Biryani,cold food served again,Negative,2,65
2024-02-15,Roti Sabzi,best meal this week,Positive,5,76
2024-02-16,Rajma Rice,average as usual,Neutral,3,16
2024-02-16,Chole Bhature,food was amazing today!,Positive,4,33
2024-02-16,Paratha,best meal this week,Positive,4,100
2024-02-16,Fried Rice,loved the biryani!,Positive,5,15
2024-02-16,Roti Sabzi,great taste today,Positive,5,73
2024-02-17,Poha,best meal this week,Positive,4,116
2024-02-17,Khichdi,best meal this week,Positive,4,84
2024-02-17,Paratha,food was too salty,Negative,1,63
2024-02-17,Fried Rice,tasteless food,Negative,2,96
2024-02-17,Rajma Rice,really enjoyed the food,Positive,4,46
2024-02-18,Curd Rice,food was okay,Neutral,3,29
2024-02-18,Fried Rice,great taste today,Positive,5,68
2024-02-18,Poha,nothing special today,Neutral,3,52
2024-02-18,Chole Bhature,rice was overcooked,Negative,2,103
2024-02-18,Rajma Rice,very bad quality today,Negative,1,120
2024-02-19,Idli Sambar,could be better,Neutral,3,21
2024-02-19,Curd Rice,very tasty and fresh,Positive,4,108
2024-02-19,Dal Rice,dal was undercooked,Negative,1,119
2024-02-19,Rajma Rice,paneer was delicious,Positive,5,46
2024-02-19,Fried Rice,acceptable quality,Neutral,3,25
2024-02-20,Dal Rice,loved the biryani!,Positive,5,75
2024-02-20,Roti Sabzi,great taste today,Positive,5,70
2024-02-20,Chole Bhature,paneer was delicious,Positive,4,106
2024-02-20,Fried Rice,really enjoyed the food,Positive,4,65
2024-02-20,Paratha,food was okay,Neutral,3,75
2024-02-21,Rajma Rice,dal was undercooked,Negative,2,69
2024-02-21,Roti Sabzi,great taste today,Positive,5,29
2024-02-21,Curd Rice,cold food served again,Negative,1,76
2024-02-21,Upma,food was amazing today!,Positive,4,15
2024-02-21,Paratha,paneer was delicious,Positive,5,22
2024-02-22,Roti Sabzi,loved the biryani!,Positive,4,24
2024-02-22,Curd Rice,decent meal,Neutral,3,110
2024-02-22,Paneer Butter Masala,paneer was delicious,Positive,4,20
2024-02-22,Dal Rice,best meal this week,Positive,5,85
2024-02-22,Rajma Rice,acceptable quality,Neutral,3,89
2024-02-23,Fried Rice,best meal this week,Positive,4,65
2024-02-23,Dal Rice,food was amazing today!,Positive,5,24
2024-02-23,Rajma Rice,great taste today,Positive,5,98
2024-02-23,Paratha,great taste today,Positive,5,89
2024-02-23,Upma,not fresh at all,Negative,2,112
2024-02-24,Dal Rice,food was amazing today!,Positive,4,119
2024-02-24,Poha,great taste today,Positive,4,93
2024-02-24,Paratha,excellent quality today,Positive,4,48
2024-02-24,Curd Rice,average as usual,Neutral,3,64
2024-02-24,Idli Sambar,very tasty and fresh,Positive,4,104
2024-02-25,Khichdi,tasteless food,Negative,1,47
2024-02-25,Roti Sabzi,decent meal,Neutral,3,52
2024-02-25,Fried Rice,paneer was delicious,Positive,5,118
2024-02-25,Curd Rice,best meal this week,Positive,4,72
2024-02-25,Idli Sambar,great taste today,Positive,4,101
2024-02-26,Idli Sambar,nothing special today,Neutral,3,70
2024-02-26,Biryani,really enjoyed the food,Positive,5,99
2024-02-26,Fried Rice,very tasty and fresh,Positive,5,102
2024-02-26,Chole Bhature,really enjoyed the food,Positive,5,39
2024-02-26,Rajma Rice,really enjoyed the food,Positive,5,26
2024-02-27,Dal Rice,average as usual,Neutral,3,46
2024-02-27,Khichdi,food was okay,Neutral,3,26
2024-02-27,Chole Bhature,very tasty and fresh,Positive,5,22
2024-02-27,Curd Rice,decent meal,Neutral,3,40
2024-02-27,Rajma Rice,food was amazing today!,Positive,4,55
2024-02-28,Dal Rice,food was too salty,Negative,1,53
2024-02-28,Rajma Rice,excellent quality today,Positive,4,81
2024-02-28,Curd Rice,best meal this week,Positive,5,110
2024-02-28,Paratha,food was amazing today!,Positive,5,29
2024-02-28,Paneer Butter Masala,dal was undercooked,Negative,1,66
2024-02-29,Fried Rice,food was too salty,Negative,1,31
2024-02-29,Roti Sabzi,average as usual,Neutral,3,30
2024-02-29,Poha,acceptable quality,Neutral,3,107
2024-02-29,Curd Rice,loved the biryani!,Positive,4,92
2024-02-29,Paneer Butter Masala,very tasty and fresh,Positive,4,118
2024-03-01,Upma,rice was overcooked,Negative,2,46
2024-03-01,Roti Sabzi,loved the biryani!,Positive,5,57
2024-03-01,Chole Bhature,decent meal,Neutral,3,90
2024-03-01,Idli Sambar,average as usual,Neutral,3,110
2024-03-01,Fried Rice,paneer was delicious,Positive,5,62
2024-03-02,Roti Sabzi,food was amazing today!,Positive,4,20
2024-03-02,Biryani,paneer was delicious,Positive,4,65
2024-03-02,Curd Rice,food was amazing today!,Positive,4,83
2024-03-02,Rajma Rice,best meal this week,Positive,5,61
2024-03-02,Idli Sambar,cold food served again,Negative,2,54
2024-03-03,Idli Sambar,decent meal,Neutral,3,79
2024-03-03,Dal Rice,could be better,Neutral,3,99
2024-03-03,Biryani,paneer was delicious,Positive,4,48
2024-03-03,Paneer Butter Masala,really enjoyed the food,Positive,5,102
2024-03-03,Paratha,average as usual,Neutral,3,37
2024-03-04,Poha,very tasty and fresh,Positive,4,13
2024-03-04,Biryani,cold food served again,Negative,1,116
2024-03-04,Khichdi,acceptable quality,Neutral,3,74
2024-03-04,Dal Rice,food was amazing today!,Positive,5,43
2024-03-04,Curd Rice,nothing special today,Neutral,3,16
2024-03-05,Fried Rice,food was okay,Neutral,3,53
2024-03-05,Curd Rice,tasteless food,Negative,2,48
2024-03-05,Poha,very tasty and fresh,Positive,5,76
2024-03-05,Roti Sabzi,food was okay,Neutral,3,76
2024-03-05,Dal Rice,nothing special today,Neutral,3,22
2024-03-06,Paratha,paneer was delicious,Positive,4,70
2024-03-06,Khichdi,loved the biryani!,Positive,5,96
2024-03-06,Chole Bhature,paneer was delicious,Positive,5,84
2024-03-06,Curd Rice,paneer was delicious,Positive,5,98
2024-03-06,Poha,rice was overcooked,Negative,2,115
2024-03-07,Paratha,average as usual,Neutral,3,98
2024-03-07,Fried Rice,great taste today,Positive,4,105
2024-03-07,Biryani,really enjoyed the food,Positive,4,87
2024-03-07,Khichdi,dal was undercooked,Negative,1,57
2024-03-07,Roti Sabzi,food was okay,Neutral,3,25
2024-03-08,Rajma Rice,very tasty and fresh,Positive,4,110
2024-03-08,Dal Rice,food was okay,Neutral,3,46
2024-03-08,Fried Rice,great taste today,Positive,4,25
2024-03-08,Khichdi,loved the biryani!,Positive,4,63
2024-03-08,Paneer Butter Masala,best meal this week,Positive,5,53
2024-03-09,Fried Rice,could be better,Neutral,3,107
2024-03-09,Chole Bhature,great taste today,Positive,4,120
2024-03-09,Roti Sabzi,food was okay,Neutral,3,59
2024-03-09,Paneer Butter Masala,paneer was delicious,Positive,5,79
2024-03-09,Paratha,great taste today,Positive,5,92
2024-03-10,Poha,food was okay,Neutral,3,34
2024-03-10,Paratha,food was too salty,Negative,1,106
2024-03-10,Idli Sambar,food was amazing today!,Positive,4,94
2024-03-10,Paneer Butter Masala,very bad quality today,Negative,1,45
2024-03-10,Dal Rice,average as usual,Neutral,3,20
2024-03-11,Fried Rice,decent meal,Neutral,3,53
2024-03-11,Biryani,paneer was delicious,Positive,4,120
2024-03-11,Paneer Butter Masala,paneer was delicious,Positive,5,21
2024-03-11,Rajma Rice,loved the biryani!,Positive,4,46
2024-03-11,Chole Bhature,best meal this week,Positive,4,29
2024-03-12,Dal Rice,nothing special today,Neutral,3,13
2024-03-12,Chole Bhature,nothing special today,Neutral,3,22
2024-03-12,Curd Rice,paneer was delicious,Positive,5,43
2024-03-12,Paratha,loved the biryani!,Positive,4,35
2024-03-12,Idli Sambar,excellent quality today,Positive,5,75
2024-03-13,Fried Rice,great taste today,Positive,5,18
2024-03-13,Biryani,paneer was delicious,Positive,4,12
2024-03-13,Chole Bhature,loved the biryani!,Positive,4,107
2024-03-13,Poha,average as usual,Neutral,3,82
2024-03-13,Dal Rice,loved the biryani!,Positive,4,110
2024-03-14,Paratha,paneer was delicious,Positive,5,15
2024-03-14,Rajma Rice,great taste today,Positive,5,93
2024-03-14,Biryani,food was too salty,Negative,1,71
2024-03-14,Fried Rice,best meal this week,Positive,5,54
2024-03-14,Upma,tasteless food,Negative,2,15
2024-03-15,Paratha,paneer was delicious,Positive,4,116
2024-03-15,Khichdi,best meal this week,Positive,5,36
2024-03-15,Biryani,nothing special today,Neutral,3,91
2024-03-15,Paneer Butter Masala,great taste today,Positive,5,41
2024-03-15,Poha,nothing special today,Neutral,3,36
